loc,address,value,geo,levels,type,size
"(-8.761247219950626, -81.26472094668604)","Calle Picarte 536 Of. 5401
Puerto Varas, Región de Los Lagos, 3389210",$2214.65 USD,---,0,comercial,304.74 mts2
"(-12.384794338764614, -73.99293342750455)","Avenida Las Rosas 92
Quilaco, Región del Biobío, 5856980",$4650.05 USD,---,6,vivienda,1713.95 mts2
"(-12.562396774354216, -72.48665736296714)","Calle Jorge Rojas 3371 Dpto. 16
Curaco de Vélez, Región de Los Lagos, 9995650",$3695.23 USD,---,6,vivienda,433.03 mts2
"(-9.331119884339103, -73.00399236930433)","Avda. Judith Valdés 68 Of. 9588
Lebu, Región del Biobío, 7912630",$4823.44 USD,---,3,oficinas,860.31 mts2
"(-10.66242335723711, -71.2670688462246)","Las Malvas 2194 Piso 79
Llanquihue, Región de Los Lagos, 8208510",$4987.08 USD,---,8,vivienda,1183.23 mts2
"(-10.2011020660734, -74.6245963250033)","Pasaje Osvaldo Campos 8654 Dpto. 711
Monte Patria, Región de Coquimbo, 0330140",$3629.20 USD,---,2,vivienda,1089.58 mts2
"(-10.59657066689872, -75.44620171713166)","Las Rosas 20
Olivar, Región del Libertador General Bernardo O'Higgins",$4532.25 USD,---,1,vivienda,1811.38 mts2
"(-10.003794969622396, -73.37741062522748)","Pasaje Bulnes 556 Dpto. 89
Litueche, Región del Libertador General Bernardo O'Higgins",$3343.27 USD,---,7,comercial,717.63 mts2
"(-10.768389648217426, -75.38755161281199)","Jorge Pereira 14 Dpto. 310
Algarrobo, Región de Valparaíso",$3668.97 USD,---,2,vivienda,1595.02 mts2
"(-7.338239459392195, -73.00615139725214)","Calle Los Tilos 5860
La Granja, Región Metropolitana",$4797.31 USD,---,0,oficinas,1662.89 mts2
"(-9.108360746053629, -75.67710955890156)","Lautaro 434 Of. 170
Putre, Región de Arica y Parinacota",$4335.85 USD,---,1,oficinas,1738.20 mts2
"(-9.2667327584765, -69.39223312059725)","Domingo Santa María 101 Of. 5297
Mejillones, Región de Antofagasta, 6071520",$3388.20 USD,---,6,oficinas,344.15 mts2
"(-11.602042012466203, -75.85068083455685)","Caupolicán 865 Of. 667
Marchihue, Región del Libertador General Bernardo O'Higgins",$2153.16 USD,---,10,vivienda,1415.36 mts2
"(-12.579740959579581, -76.88846950962376)","Manuel Rodríguez 16
Río Ibáñez, Región de Aysén del General Carlos Ibáñez del Campo, 1332520",$4006.51 USD,---,0,comercial,985.26 mts2
"(-10.677185525107527, -77.80716059567334)","Marcelo Monsalve 195
Panquehue, Región de Valparaíso",$3493.96 USD,---,2,oficinas,1709.22 mts2
"(-12.204811575596992, -75.32479222612096)","Camila Orrego 2531 Dpto. 780
Río Hurtado, Región de Coquimbo",$2366.57 USD,---,3,comercial,1480.04 mts2
"(-11.309667528683397, -75.70852292601228)","Los Robles 696
Quemchi, Región de Los Lagos",$3428.48 USD,---,9,vivienda,1183.68 mts2
"(-12.79472416144555, -79.56323180084676)","Ruta T-64, km 16, Región del Libertador General Bernardo O'Higgins",$3200.27 USD,---,1,vivienda,415.37 mts2
"(-9.524930253381461, -74.31491272078145)","Calle José Manuel Balmaceda 170
Curacautín, Región de La Araucanía",$3202.13 USD,---,10,vivienda,1147.24 mts2
"(-9.897719293718756, -72.6618206848699)","Alonso de Ercilla 157 Of. 4299
Coltauco, Región del Libertador General Bernardo O'Higgins, 1617880",$2479.54 USD,---,6,oficinas,443.92 mts2
"(-11.014202559877186, -74.3181115907841)","Ruta 217-CH, km 17, Región de Los Lagos",$2701.02 USD,---,0,vivienda,788.64 mts2
"(-8.39685436446699, -75.31440020628321)","Los Aromos 864
Pencahue, Región del Maule",$3599.47 USD,---,10,comercial,372.41 mts2
"(-10.89410973370451, -74.56327712704585)","Gabriela Mistral 614 Of. 1367
San Vicente, Región del Libertador General Bernardo O'Higgins",$2318.19 USD,---,1,vivienda,282.50 mts2
"(-11.748174243049656, -74.29872816893663)","Ruta 602-CH, km 15, Región de Aysén del General Carlos Ibáñez del Campo",$4901.23 USD,---,10,comercial,307.49 mts2
"(-10.59159378309243, -75.83956964699226)","Calle Los Pinos 990 Of. 785
Navidad, Región del Libertador General Bernardo O'Higgins, 2552720",$4040.24 USD,---,2,comercial,1452.70 mts2
"(-8.600017229586093, -77.29299051317113)","Irarrázabal 7750 Piso 7
Licantén, Región del Maule, 2078700",$3278.80 USD,---,4,oficinas,777.18 mts2
"(-10.115383482277851, -74.41102694943937)","Ruta 5 Sur, km 422",$2299.75 USD,---,3,oficinas,1702.09 mts2
"(-8.613733121020907, -73.36754276146415)","Calle Jorge Gutiérrez 4 Piso 40
La Pintana, Región Metropolitana",$4115.32 USD,---,8,comercial,1971.77 mts2
"(-12.270906328580985, -72.980055481989)","Calle Manuel Rodríguez 817
Pica, Región de Tarapacá",$3294.31 USD,---,4,oficinas,728.16 mts2
"(-10.070718264888411, -73.54023611750225)","Calle Los Copihues 789 Of. 750
Quinta Normal, Región Metropolitana",$3198.57 USD,---,3,oficinas,1682.70 mts2
"(-10.71445627693936, -75.8758674707578)","Avda. Esmeralda 8329
Requínoa, Región del Libertador General Bernardo O'Higgins",$3334.56 USD,---,6,oficinas,142.58 mts2
"(-11.22512449803861, -75.75694581967524)","José Miguel Carrera 3841
Lo Barnechea, Región Metropolitana",$4339.48 USD,---,5,vivienda,1784.59 mts2
"(-11.602780546290735, -76.48015383695154)","Calle Las Margaritas 363 Piso 92
Talca, Región del Maule, 9057880",$4452.37 USD,---,6,oficinas,1585.67 mts2
"(-10.496363175345241, -78.02812505011532)","Ruta 5 Norte, km 173",$3122.99 USD,---,6,oficinas,238.25 mts2
"(-8.654716674448071, -75.34779866017666)","Los Coihues 51 Dpto. 89
Puerto Octay, Región de Los Lagos",$4296.82 USD,---,10,vivienda,1206.63 mts2
"(-12.61707362876811, -73.19503081773438)","Esmeralda 1280 Of. 606
Río Negro, Región de Los Lagos",$3775.95 USD,---,9,vivienda,424.65 mts2
"(-8.912007876177894, -76.70631623472363)","Loreto Miranda 375 Of. 194
Vicuña, Región de Coquimbo",$2021.24 USD,---,6,comercial,1660.67 mts2
"(-12.58110845894228, -77.95159285115716)","Los Palmitos 5245 Of. 3557
Los Vilos, Región de Coquimbo, 7712480",$4209.75 USD,---,3,oficinas,42.54 mts2
"(-10.017376234992998, -75.07767020166153)","Calle Los Abedules 670 Of. 3855
Parral, Región del Maule, 2343260",$3875.65 USD,---,2,comercial,1923.78 mts2
"(-13.287811209086481, -70.74315434553793)","Ruta 5 Norte, km 721",$2935.02 USD,---,7,comercial,1052.23 mts2
"(-12.163300216446824, -71.28444546962443)","Manuel Rodríguez 615
Caldera, Región de Atacama",$2080.98 USD,---,5,oficinas,1366.48 mts2
"(-12.045740258111861, -73.19616814579886)","Alonso de Ercilla 83 Piso 87
San Felipe, Región de Valparaíso, 0356260",$2718.67 USD,---,6,oficinas,1692.86 mts2
"(-12.31969711437745, -73.50308065966904)","Psje. Las Hortensias 1
Laja, Región del Biobío, 7579680",$3524.40 USD,---,10,comercial,1717.45 mts2
"(-12.09679066208333, -76.17843841464081)","Pasaje Los Higos 77
Paiguano, Región de Coquimbo, 1186010",$4496.12 USD,---,10,oficinas,1984.65 mts2
"(-8.756082893808067, -76.92896978579965)","Calle Rodrigo Villalobos 553
Pica, Región de Tarapacá, 6491450",$4634.54 USD,---,5,oficinas,212.79 mts2
"(-10.288514855219839, -75.38663833330925)","Ruta 5 Sur, km 963",$2876.14 USD,---,0,oficinas,1692.36 mts2
"(-9.32973383323958, -75.75689919469632)","Calle José Monsalve 23
Puerto Octay, Región de Los Lagos",$2142.55 USD,---,3,vivienda,263.06 mts2
"(-9.926681594961645, -72.59764092970778)","Calle Roxana García 9841 Dpto. 89
Colbún, Región del Maule",$3871.70 USD,---,4,comercial,240.11 mts2
"(-10.074035805849014, -75.5294611589473)","Ruta 5 Norte, km 668",$4537.65 USD,---,2,vivienda,754.46 mts2
"(-10.070584036767533, -78.9917746742354)","Los Coihues 88 Piso 0
Ñiquén, Región de Ñuble, 3976680",$4866.00 USD,---,7,vivienda,1649.24 mts2
"(-11.648252076321333, -74.7497797918436)","Los Aromos 96
Santa María, Región de Valparaíso",$2854.90 USD,---,8,vivienda,404.96 mts2
"(-12.495663468063102, -73.33481587876557)","Gabriela Mistral 34
Pelluhue, Región del Maule, 4931030",$4285.07 USD,---,7,oficinas,444.10 mts2
"(-10.52871336046238, -77.08643847317934)","Manuel Montt 838
Lo Prado, Región Metropolitana, 6480960",$2137.39 USD,---,4,oficinas,271.70 mts2
"(-10.048522117722804, -72.78118857424225)","Av. Gabriela Mistral 1906 Of. 3937
María Elena, Región de Antofagasta",$2786.34 USD,---,10,comercial,1480.82 mts2
"(-11.844586381350117, -75.97131577730713)","Ruta 5 Norte, km 723",$3505.63 USD,---,7,vivienda,1045.08 mts2
"(-9.549512527277393, -75.08932132393574)","Isaías Villanueva 7677
Yungay, Región de Ñuble",$2126.63 USD,---,7,vivienda,496.62 mts2
"(-10.270938232456537, -76.25662837359492)","Rafaella Santos 52
Limache, Región de Valparaíso, 0389030",$2172.05 USD,---,10,comercial,751.71 mts2
"(-9.428208911771483, -75.29184680898632)","David Soto 7486
Santa Juana, Región del Biobío",$4496.59 USD,---,7,comercial,678.76 mts2
"(-10.437738989211296, -73.06367403520842)","Cristóbal Soto 2376
Villa Alemana, Región de Valparaíso, 9906290",$3594.47 USD,---,1,oficinas,528.36 mts2
"(-9.532835070865712, -76.95898412752886)","Calle Rodrigo Delgado 98
Tirúa, Región del Biobío",$2441.33 USD,---,8,oficinas,1028.34 mts2
"(-10.108976598696069, -72.29613776474254)","Juan Mackenna 52 Piso 2
Lumaco, Región de La Araucanía",$2887.36 USD,---,7,vivienda,1299.80 mts2
"(-11.165102900039141, -73.53443049977653)","Los Coihues 86 Piso 9
Cabildo, Región de Valparaíso, 3211640",$3693.74 USD,---,4,comercial,648.31 mts2
"(-11.634690798627414, -74.55521778049025)","Diego Barros Arana 38 Piso 3
Curacaví, Región Metropolitana",$4693.96 USD,---,7,oficinas,257.60 mts2
"(-10.222656832681425, -74.56039451584336)","Arturo Alessandri 6881 Dpto. 84
Concón, Región de Valparaíso, 7611300",$2140.10 USD,---,0,comercial,163.22 mts2
"(-11.232317590036518, -71.1069594465921)","Avenida Paulina Aravena 5940 Piso 5
La Pintana, Región Metropolitana",$4644.35 USD,---,3,comercial,1553.25 mts2
"(-10.60439276875771, -78.26529081270606)","Ruta T-22, km 15, Región del Libertador General Bernardo O'Higgins",$3439.96 USD,---,1,vivienda,1570.77 mts2
"(-11.480866729524331, -74.26990100178197)","Av. Las Araucarias 830 Dpto. 327
Puchuncaví, Región de Valparaíso, 9177770",$2967.46 USD,---,7,vivienda,296.24 mts2
"(-9.498424107322057, -75.31377157911237)","Avda. Paula Jaraquemada 809
Puerto Varas, Región de Los Lagos",$2441.86 USD,---,1,vivienda,1203.17 mts2
"(-10.427348447946192, -76.0840778594613)","Manuel Rodríguez 754
Río Claro, Región del Maule, 8568870",$3306.36 USD,---,4,comercial,1957.44 mts2
"(-9.943401644209512, -74.86718002373308)","Los Cactus 25
Quilpué, Región de Valparaíso, 1463520",$2637.62 USD,---,0,comercial,1993.69 mts2
"(-12.113665173028421, -75.824922922249)","Paula Jaraquemada 2284
Galvarino, Región de La Araucanía, 4668070",$4916.06 USD,---,7,vivienda,1575.52 mts2
"(-8.826253854190947, -72.97205590246828)","Los Helechos 2976 Of. 4786
Los Ángeles, Región del Biobío, 7201800",$3318.37 USD,---,2,comercial,545.32 mts2
"(-11.191612721039128, -74.91349058511724)","Calle Alicia Alvarado 3834 Dpto. 26
Putre, Región de Arica y Parinacota",$2996.20 USD,---,9,vivienda,413.30 mts2
"(-11.335568863589081, -75.37103395250375)","Caupolicán 8666 Piso 32
Vichuquén, Región del Maule",$4902.78 USD,---,7,vivienda,1723.79 mts2
"(-12.03460073882536, -76.73821226350108)","Pablo Tapia 27
Hualaihué, Región de Los Lagos",$2991.44 USD,---,2,vivienda,774.29 mts2
"(-11.255133666789849, -77.51464455106618)","Ruta T-37, km 27, Región del Maule",$2412.93 USD,---,9,comercial,1455.88 mts2
"(-11.590033207884122, -73.72491403979781)","Alonso de Ercilla 9 Piso 91
Hualañé, Región del Maule, 5466600",$3919.67 USD,---,3,vivienda,349.91 mts2
"(-13.28851672698351, -78.37736298219447)","Ruta 5 Norte, km 438",$3009.45 USD,---,7,comercial,725.73 mts2
"(-11.290364794905535, -74.83730875531337)","Calle Carmen González 644
Ránquil, Región de Ñuble, 8191920",$3402.98 USD,---,10,comercial,1906.79 mts2
"(-11.746486597220542, -73.75889449980953)","Avenida Montserrat Arredondo 33 Piso 0
Ninhue, Región de Ñuble",$3536.54 USD,---,7,oficinas,758.84 mts2
"(-10.488604261080212, -74.01151242190778)","José Orrego 6662 Of. 7613
Castro, Región de Los Lagos, 8651240",$2665.37 USD,---,9,vivienda,1077.27 mts2
"(-10.915104772499522, -76.41251454729255)","Las Rosas 454
Retiro, Región del Maule, 0300310",$4118.62 USD,---,0,comercial,1707.77 mts2
"(-10.100592018705912, -76.39794379040694)","Emma Campos 970 Dpto. 529
Curicó, Región del Maule",$4896.39 USD,---,2,comercial,1131.84 mts2
"(-7.1186608267252796, -72.99948883278583)","Erika Carvajal 39
Peralillo, Región del Libertador General Bernardo O'Higgins, 9725070",$4437.59 USD,---,2,oficinas,764.85 mts2
"(-12.617288573817968, -74.54023066681546)","Julio Domínguez 984 Of. 6222
Victoria, Región de La Araucanía, 6804380",$2910.69 USD,---,7,vivienda,1529.18 mts2
"(-8.38377905206675, -73.53615493452305)","Camila Molina 97
Chillán, Región de Ñuble, 3095140",$4978.17 USD,---,4,comercial,1366.59 mts2
"(-11.955430215377568, -75.51753616220104)","Av. Gabriela Mistral 234 Dpto. 774
Nacimiento, Región del Biobío, 0118680",$3003.93 USD,---,2,comercial,131.48 mts2
"(-9.458167542554644, -74.14803241551543)","Aurora Chamorro 8423 Dpto. 6848
La Reina, Región Metropolitana",$3254.82 USD,---,8,vivienda,342.05 mts2
"(-12.150241418829292, -73.90607116365402)","Alexis Vera 88
Calera de Tango, Región Metropolitana",$3099.46 USD,---,7,comercial,350.63 mts2
"(-11.854447007576441, -74.38846881061764)","Aníbal Pinto Garmendia 5544
Coihueco, Región de Ñuble",$4935.75 USD,---,9,comercial,161.98 mts2
"(-12.104849305343265, -78.20491585945892)","Ruta 5 Norte, km 625",$3855.95 USD,---,8,oficinas,104.75 mts2
"(-10.078002957569714, -75.06854461111905)","Álvaro Flores 47
Nogales, Región de Valparaíso, 7887850",$4001.91 USD,---,7,comercial,1798.40 mts2
"(-10.743862773858634, -72.46420678265116)","Calle Gabriela Mistral 7234 Dpto. 1844
Cerro Navia, Región Metropolitana",$2818.08 USD,---,4,vivienda,647.09 mts2
"(-11.055826370773104, -77.01255992268757)","Calle Mauricio Uribe 629
Paiguano, Región de Coquimbo",$4515.26 USD,---,6,vivienda,925.58 mts2
"(-10.793068444392976, -73.72368278764502)","Calle Alonso de Ribera 10
Providencia, Región Metropolitana",$3759.96 USD,---,10,comercial,1348.89 mts2
"(-11.953929972317306, -78.35575199854226)","Calle Jimmy Saavedra 24 Of. 273
Los Ángeles, Región del Biobío, 9012130",$3524.19 USD,---,10,vivienda,28.70 mts2
"(-10.920919068839321, -79.93654132574763)","Ruta 5 Norte, km 843",$2800.37 USD,---,8,comercial,808.81 mts2
"(-10.731638079774017, -73.46414104412317)","Calle José Díaz 818 Dpto. 104
Talcahuano, Región del Biobío, 3474100",$2122.03 USD,---,5,comercial,1664.69 mts2
"(-11.036956485368691, -71.87408798465626)","Avenida Caupolicán 77
La Unión, Región de Los Ríos, 7990040",$3619.78 USD,---,7,oficinas,1855.15 mts2
"(-9.151703387581701, -78.32430731270927)","Av. Las Lilas 2115 Piso 42
Lautaro, Región de La Araucanía",$3643.68 USD,---,10,vivienda,466.90 mts2
"(-12.072673645764446, -75.49046513842744)","Ruta 5 Sur, km 362",$2724.88 USD,---,3,oficinas,711.39 mts2
"(-8.846436192997052, -73.35207370658304)","Calle Los Copihues 5494
Castro, Región de Los Lagos",$3473.45 USD,---,6,vivienda,43.93 mts2
"(-12.935224262924212, -74.96638824675502)","Ruta 5 Norte, km 710",$3822.80 USD,---,2,vivienda,1812.96 mts2
"(-13.979739248810407, -74.67868206786744)","Fernanda Figueroa 9290 Of. 799
Las Cabras, Región del Libertador General Bernardo O'Higgins, 0640540",$2161.24 USD,---,3,comercial,839.04 mts2
"(-12.0832313870937, -78.07506323452522)","Las Mosquetas 1751 Piso 59
Río Claro, Región del Maule",$4474.69 USD,---,8,vivienda,195.21 mts2
"(-13.215271262415376, -72.59389107253314)","David Rodríguez 44 Piso 67
Marchihue, Región del Libertador General Bernardo O'Higgins, 1550070",$4235.51 USD,---,2,oficinas,1142.41 mts2
"(-11.301349585502475, -74.66532431863517)","Calle Sara Fernández 5 Dpto. 602
Paillaco, Región de Los Ríos, 9554010",$4030.91 USD,---,0,comercial,368.54 mts2
"(-10.940561995783794, -79.4863647040013)","Carlos Romero 193 Of. 194
Palmilla, Región del Libertador General Bernardo O'Higgins, 2487260",$4510.92 USD,---,4,oficinas,986.81 mts2
"(-9.077922754631423, -77.17433057919735)","Calle Portales 7496
Machalí, Región del Libertador General Bernardo O'Higgins",$4515.41 USD,---,0,oficinas,996.67 mts2
"(-13.112099088238887, -79.422254459965)","Avenida Juana Pérez 9068
Hualaihué, Región de Los Lagos, 8148830",$2518.51 USD,---,4,comercial,1988.35 mts2
"(-11.101206591799427, -74.90912294104383)","Ruta 5 Sur, km 811",$3659.11 USD,---,7,oficinas,1180.19 mts2
"(-9.994097788127586, -76.66792167973965)","Avenida Rosa Osses 617
Nueva Imperial, Región de La Araucanía, 7478240",$4545.63 USD,---,2,comercial,1299.59 mts2
"(-10.755648319869035, -75.85888284809958)","Ruta 5 Sur, km 718",$3842.34 USD,---,3,vivienda,222.10 mts2
"(-10.764391530308028, -73.57193466616032)","Ruta 5 Norte, km 894",$2456.17 USD,---,10,vivienda,696.19 mts2
"(-9.18076249809789, -73.58877322752494)","Avda. Esteban Angulo 97 Dpto. 00
Laguna Blanca, Región de Magallanes y de la Antártica Chilena",$3852.57 USD,---,10,oficinas,1762.84 mts2
"(-11.696425526339235, -78.0646687038902)","Ruta 457-CH, km 1, Región de Tarapacá",$2071.46 USD,---,3,vivienda,840.94 mts2
"(-10.402281977603145, -75.67869274305772)","Ruta 886-CH, km 30, Región de Arica y Parinacota",$4700.53 USD,---,9,comercial,1908.18 mts2
"(-9.891464598727655, -72.9790297439352)","Calle José Miguel Carrera 29 Dpto. 10
Lago Ranco, Región de Los Ríos, 1449410",$2779.81 USD,---,9,vivienda,405.33 mts2
"(-11.6431675751574, -71.43525837635498)","Ruta 5 Sur, km 146",$4696.67 USD,---,2,oficinas,1854.71 mts2
"(-11.364862969707097, -77.22689742034201)","Calle Gabriela Arancibia 7
María Elena, Región de Antofagasta, 3247170",$3477.33 USD,---,10,comercial,1301.73 mts2
"(-12.581450310189325, -73.87374242928504)","Avda. Barros Luco 85
Los Vilos, Región de Coquimbo",$4312.53 USD,---,2,comercial,1065.04 mts2
"(-12.93601691825114, -71.65904672949087)","Psje. Emiliano Ibáñez 3466 Piso 99
O'Higgins, Región de Aysén del General Carlos Ibáñez del Campo, 6108310",$4998.55 USD,---,6,vivienda,498.76 mts2
"(-10.033101473231316, -75.53729668182365)","Ruta T-20, km 25, Región de Valparaíso",$2890.02 USD,---,0,vivienda,104.06 mts2
"(-10.215190466024973, -74.93863378364814)","Ruta 161-CH, km 2, Región Metropolitana",$4743.77 USD,---,2,vivienda,1806.76 mts2
"(-11.842918825200062, -75.1203501004249)","Los Aromos 6649 Piso 5
Teodoro Schmidt, Región de La Araucanía",$3755.16 USD,---,1,vivienda,659.12 mts2
"(-13.88617173501503, -74.22646268776609)","Manuel Rodríguez 888
Lota, Región del Biobío, 8880500",$4234.10 USD,---,6,vivienda,40.79 mts2
"(-11.298921347971996, -75.76349157393594)","Ruta U-388, km 8, Región de Tarapacá",$2890.60 USD,---,7,oficinas,308.63 mts2
"(-11.949436121372667, -73.42396722964489)","Calle Barros Arana 239 Dpto. 71
Pudahuel, Región Metropolitana",$3285.94 USD,---,4,oficinas,907.14 mts2
"(-9.996116923595434, -75.20691674212487)","Ruta 5 Norte, km 198",$3659.80 USD,---,2,vivienda,435.80 mts2
"(-9.944283357342378, -74.17416021805042)","Calle Silvia Olivares 790 Of. 8191
Chile Chico, Región de Aysén del General Carlos Ibáñez del Campo, 6043960",$4243.27 USD,---,1,vivienda,825.84 mts2
"(-9.871931444337845, -74.72224810767943)","Calle Daniel Fernández 83
Puente Alto, Región Metropolitana, 1720240",$2732.88 USD,---,0,comercial,90.24 mts2
"(-10.5407232048937, -75.49662194812933)","Ruta 5 Norte, km 231",$3308.19 USD,---,8,comercial,1554.98 mts2
"(-11.498538978530378, -74.73433187101989)","Calle Estela Quinteros 8491
Pumanque, Región del Libertador General Bernardo O'Higgins, 5741760",$3156.15 USD,---,5,oficinas,1207.07 mts2
"(-8.474963083014854, -77.1410163284287)","Ruta 317-CH, km 3, Región de Atacama",$3863.06 USD,---,2,oficinas,1712.18 mts2
"(-12.709791347234797, -76.4251809625407)","Ruta U-885, km 16, Región de Arica y Parinacota",$3955.44 USD,---,10,vivienda,1215.04 mts2
"(-10.178409247694749, -75.9651980170669)","Sonia Zamorano 479
Calera, Región de Valparaíso",$2278.89 USD,---,8,comercial,1155.86 mts2
"(-13.117304984613677, -75.87049434441715)","María Figueroa 326 Of. 3982
Quirihue, Región de Ñuble, 3247360",$4280.45 USD,---,1,oficinas,337.90 mts2
"(-11.334115809322652, -74.93583145323657)","Ruta T-23, km 28, Región del Maule",$4403.18 USD,---,7,comercial,1802.56 mts2
"(-7.287537557502798, -76.17585026675523)","Calle Arturo Prat 875 Piso 71
Vicuña, Región de Coquimbo",$2627.52 USD,---,2,comercial,634.82 mts2
"(-9.784843252743414, -77.09898062499616)","Calle Walter Flores 708 Piso 5
Victoria, Región de La Araucanía, 1538830",$4711.77 USD,---,5,vivienda,233.67 mts2
"(-12.425984573465573, -75.75431143154559)","Av. Los Aromos 186 Piso 9
Puente Alto, Región Metropolitana",$3727.37 USD,---,5,comercial,397.45 mts2
"(-15.180994266080688, -71.19043337667925)","Calle Aníbal Pinto Garmendia 8266
Los Álamos, Región del Biobío, 4558560",$4031.93 USD,---,6,vivienda,1846.99 mts2
"(-8.97733583299988, -74.45215916853816)","Pedro Aguirre Cerda 856
Nacimiento, Región del Biobío, 7509380",$4486.77 USD,---,9,vivienda,1805.46 mts2
"(-10.84295668030513, -75.46921158720781)","Aníbal Pinto 462
Vallenar, Región de Atacama, 0292120",$4586.69 USD,---,3,vivienda,251.23 mts2
"(-6.557037893387155, -76.24507945626152)","Ana Bravo 494 Of. 328
Yerbas Buenas, Región del Maule, 1279370",$4144.10 USD,---,1,vivienda,950.07 mts2
"(-11.139964518587176, -74.44359019390637)","Calle Hilda Piña 86
San Pedro de la Paz, Región del Biobío, 7123560",$4172.87 USD,---,9,comercial,81.52 mts2
"(-9.112916032459742, -75.28640638311857)","Calle Natalia Alvarado 81
Pirque, Región Metropolitana",$2466.42 USD,---,6,oficinas,1793.02 mts2
"(-11.827022569786166, -78.53845557028933)","Pascual Rojas 67 Of. 7488
Quirihue, Región de Ñuble, 2821470",$4720.91 USD,---,2,vivienda,1513.36 mts2
"(-11.527255876431683, -72.26826040825733)","Ruta T-43, km 22, Región de La Araucanía",$4553.39 USD,---,8,oficinas,681.34 mts2
"(-10.219516227217687, -78.66053508295998)","Los Lirios 96 Of. 649
Chañaral, Región de Atacama",$3144.46 USD,---,5,oficinas,1870.00 mts2
"(-10.729362273050393, -77.16133906582124)","Antonio Varas 9801
Malloa, Región del Libertador General Bernardo O'Higgins",$4695.05 USD,---,7,vivienda,1545.78 mts2
"(-9.838087556501389, -73.91477053094721)","Los Alerces 3864 Dpto. 1855
Cabildo, Región de Valparaíso",$4953.64 USD,---,5,oficinas,1853.32 mts2
"(-9.104946921944302, -74.0420098838153)","Calle Ian Morales 129 Of. 902
San Juan de la Costa, Región de Los Lagos",$2202.95 USD,---,6,vivienda,1086.44 mts2
"(-9.685453228690424, -72.38330032257967)","Manuel Rodríguez 226
Calera, Región de Valparaíso, 7196360",$2512.96 USD,---,9,oficinas,1242.88 mts2
"(-11.509714366388913, -71.50323276712889)","Pedro Aguirre Cerda 8006
Renca, Región Metropolitana, 5578840",$4104.24 USD,---,3,comercial,438.65 mts2
"(-10.497133935226612, -74.61726988286748)","Lautaro 510
Lonquimay, Región de La Araucanía",$3222.51 USD,---,1,vivienda,1809.80 mts2
"(-13.131903707336148, -73.50982342062971)","Marcelo Pérez 63 Dpto. 639
Coinco, Región del Libertador General Bernardo O'Higgins",$3556.79 USD,---,4,oficinas,671.96 mts2
"(-10.613501419075066, -77.5167242277681)","Calle Javiera López 27 Piso 6
Panguipulli, Región de Los Ríos, 1541490",$4393.18 USD,---,5,vivienda,517.03 mts2
"(-9.52321091590461, -76.2562506899934)","Calle Las Malvas 49
San Bernardo, Región Metropolitana",$4230.70 USD,---,7,oficinas,1018.70 mts2
"(-10.430803755664655, -76.22080106666198)","Roxana Parra 141
Lautaro, Región de La Araucanía, 8624630",$2094.19 USD,---,9,vivienda,1014.50 mts2
"(-10.83096562227497, -75.83150186237852)","Lautaro 1620 Piso 7
Rinconada, Región de Valparaíso, 6151670",$4074.82 USD,---,4,comercial,833.44 mts2
"(-11.612136460086953, -75.04586418264749)","Las Araucarias 700
Pencahue, Región del Maule, 7598320",$4550.43 USD,---,0,oficinas,1460.30 mts2
"(-11.27513467064474, -75.04945295140894)","Las Malvas 534 Of. 900
Rinconada, Región de Valparaíso",$4729.94 USD,---,4,oficinas,1036.26 mts2
"(-10.952962984777033, -72.29234885134157)","Calle Esmeralda 34 Dpto. 177
Puyehue, Región de Los Lagos, 9843930",$3236.22 USD,---,5,oficinas,1915.08 mts2
"(-10.159196742649124, -76.72114306111894)","Ruta U-631, km 15, Región de Magallanes y de la Antártica Chilena",$2897.45 USD,---,1,oficinas,1322.11 mts2
"(-10.042377856282634, -80.59254168508592)","Gloria Arancibia 75
Curaco de Vélez, Región de Los Lagos",$4121.17 USD,---,8,vivienda,376.05 mts2
"(-8.482190867056099, -77.58931957278277)","Ruta U-812, km 18, Región del Libertador General Bernardo O'Higgins",$4783.71 USD,---,0,vivienda,442.39 mts2
"(-11.874383955442072, -75.26551686328354)","Av. Las Maravillas 18 Of. 147
Cisnes, Región de Aysén del General Carlos Ibáñez del Campo",$3998.85 USD,---,8,oficinas,1965.67 mts2
"(-10.656257556327693, -77.59741978873323)","Calle Sergio Toledo 8610
Futaleufú, Región de Los Lagos, 6046260",$3885.18 USD,---,2,oficinas,633.71 mts2
"(-9.947948270134912, -78.24905097165777)","Av. Bulnes 15
Buin, Región Metropolitana, 3986920",$4223.03 USD,---,7,vivienda,567.82 mts2
"(-13.157060309280352, -74.71959697439335)","Ruta 5 Norte, km 920",$3004.77 USD,---,7,comercial,1328.74 mts2
"(-12.713597547591252, -76.10263752837704)","Leonardo Guzmán 794
Curicó, Región del Maule, 5740660",$3939.07 USD,---,7,comercial,1632.89 mts2
"(-8.895599357895625, -72.88927779054525)","Calle María Córdova 281
Recoleta, Región Metropolitana, 5390940",$4960.18 USD,---,0,vivienda,536.40 mts2
"(-10.67824566831509, -78.02967223346857)","Ruta T-71, km 6, Región de Los Lagos",$3004.80 USD,---,4,vivienda,994.69 mts2
"(-10.668623547195876, -73.41371658034316)","Arturo Prat 2
San Javier, Región del Maule",$4089.96 USD,---,0,vivienda,552.96 mts2
